Date,Stock,Open,High,Low,Close,Volume,OverallSentimentScore
2024-09-17,AAPL,215.75,216.8999938964844,214.5,216.7899932861328,45519300,1
2024-09-18,AAPL,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,0
2024-09-19,AAPL,224.9900054931641,229.82000732421875,224.6300048828125,228.8699951171875,66781300,1
2024-09-17,MSFT,440.2300109863281,441.8500061035156,432.2699890136719,435.1499938964844,18874200,1
2024-09-18,MSFT,435.0,436.0299987792969,430.4100036621094,430.80999755859375,18898000,0
2024-09-19,MSFT,441.2300109863281,441.5,436.8999938964844,438.6900024414063,21706600,1
