Date,Stock,Open,High,Low,Close,Volume,OverallSentimentScore
2024-09-23,AAPL,227.33999633789065,229.4499969482422,225.80999755859372,226.47000122070312,54146000,0
2024-09-23,MSFT,434.2799987792969,436.4599914550781,430.3900146484375,433.510009765625,15128900,0
